Quận/Huyện,Logic,N/A = Yes,Phường,Đường,Đoạn,VT1,VT2,VT3,VT4,Loại đất
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Sóc Ba Buông (xã Xuân Hòa),Đoạn từ Quốc lộ 1đến giáp đường Xuân Hòa 5,1300,650,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Sóc Ba Buông (xã Xuân Hòa),Đoạn còn lại ,800,400,350,300,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Phường + Đường + Đoạn,,Xuân Thành,Đường Xuân Thành - Suối Cao - Xuân Bắc,Đoạn từ đường tỉnh 766 đến ngã 3 Ông Sáng Chùa,1300,650,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Phường + Đường + Đoạn,,Xuân Thành,Đường Xuân Thành - Suối Cao - Xuân Bắc,Đoạn còn lại qua xã Xuân Thành,800,400,350,300,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Phường + Đường + Đoạn,,Suối Cao,Đường Xuân Thành - Suối Cao - Xuân Bắc,Đoạn ngã 3 giao đường Xuân Thành - Suối Cao - Xuân Bắc và đường Xuân Trường - Suối Cao (phạm vi 250 m) thuộc xã Suối Cao,1300,650,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Phường + Đường + Đoạn,,Suối Cao,Đường Xuân Thành - Suối Cao - Xuân Bắc,Đoạn còn lại qua xã Suối Cao,800,400,350,300,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Phường + Đường + Đoạn,,Xuân Bắc,Đường Xuân Thành - Suối Cao - Xuân Bắc,Đoạn từ đường tỉnh 763 đến cầu Suối Tre,1200,600,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Phường + Đường + Đoạn,,Xuân Bắc,Đường Xuân Thành - Suối Cao - Xuân Bắc,Đoạn từ cầu Suối Tre đến cầu Số 2,900,450,400,300,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Phường + Đường + Đoạn,,Xuân Bắc,Đường Xuân Thành - Suối Cao - Xuân Bắc,Đoạn còn lại qua xã Xuân Bắc,800,400,350,300,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,"Đường Chiến Thắng - Long Khánh (xã Bảo Hòa, Xuân Định)",,2400,1000,650,500,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Bình Tiến Xuân Phú đi Trung tâm cai nghiện Xuân Phú (xã Xuân Phú),Đoạn từ giáp Quốc lộ 1 đến 500 m,1300,650,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Bình Tiến Xuân Phú đi Trung tâm cai nghiện Xuân Phú (xã Xuân Phú),Đoạn tiếp theo đến ngã ba Trung tâm cai nghiện Xuân Phú (xã Xuân Phú),800,400,350,300,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường đồi đá Bảo Hòa đi Long Khánh (xã Bảo Hòa),Đoạn từ Quốc lộ 1 đến 500 m,1200,600,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường đồi đá Bảo Hòa đi Long Khánh (xã Bảo Hòa),Các đoạn còn lại,900,450,400,300,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Tà Lú (xã Xuân Hưng),Đoạn từ Quốc lộ 1 đến 300 m,1200,600,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Tà Lú (xã Xuân Hưng),Các đoạn còn lại,900,450,400,300,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường khu 7 - ấp Thọ Hòa (xã Xuân Thọ),,1300,650,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường C2 - ấp Thọ Chánh (xã Xuân Thọ),,1300,650,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường C4 - ấp Thọ Chánh (xã Xuân Thọ),,1300,650,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường L6 - ấp Thọ Lộc (xã Xuân Thọ),,1300,650,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường B7 - ấp Thọ Bình (xã Xuân Thọ),,1300,650,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường cây số 5 (xã Xuân Trường),,1300,650,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường số 3 ấp Trung Lương (xã Xuân Trường),,1300,650,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Cây Keo (xã Xuân Trường),,1300,650,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường cây số 2 (xã Xuân Trường),,1300,650,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Suối Lạnh (xã Xuân Trường),,1300,650,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Trung Tín (xã Xuân Trường),,1300,650,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Thành Công (xã Xuân Trường),,1300,650,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Mả Vôi đi ấp Bưng Cần (xã Bảo Hòa),Đoạn từ Quốc lộ 1đến đường Tổ 13,1300,650,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Mả Vôi đi ấp Bưng Cần (xã Bảo Hòa),Đoạn còn lại,800,400,350,300,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Chiến Thắng đi Nam Hà (xã Bảo Hòa),Đoạn từ Quốc lộ 1 đến suối Cạn,1300,650,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Chiến Thắng đi Nam Hà (xã Bảo Hòa),Đoạn còn lại,800,400,350,300,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Hiệp Tiến (xã Xuân Hiệp),,1200,600,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Tân Hiệp (xã Xuân Hiệp),,1200,600,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Xuân Hiệp - Gia Lào (đoạn qua Xuân Hiệp),,1200,600,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Xuân Hiệp 11,,1200,600,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Việt Kiều 1 (xã Xuân Hiệp),,1200,600,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Việt Kiều 2 (xã Xuân Hiệp),,1200,600,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Trịnh Hoài Đức (xã Xuân Hiệp),,1200,600,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường vào Trạm y tế (xã Xuân Hiệp),,1200,600,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Tam Hiệp - Tân Tiến (xã Xuân Hiệp),,1200,600,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Bình Hòa - Long Khánh (xã Xuân Phú),,1200,600,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Làng Dân tộc Chơro ấp Bình Hòa (xã Xuân Phú),Đoạn từ Quốc lộ 1 đến cầu Bình Hòa,1200,600,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Làng Dân tộc Chơro ấp Bình Hòa (xã Xuân Phú),Đoạn còn lại,800,400,350,300,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường nội ấp Bình Xuân 1 (xã Xuân Phú),,1200,600,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường nội ấp Bình Xuân 2 (xã Xuân Phú),,1200,600,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường nội ấp Bình Tiến (xã Xuân Phú),,900,450,400,300,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,"Đường nội ấp Bình Tiến - Lang Minh (xã Xuân Phú, Lang Minh)",,900,450,400,300,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường vào chùa Gia Lào (xã Xuân Trường),,1200,600,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Chà Rang - Xuân Thọ (xã Suối Cao),,900,450,400,300,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Láng Tre - Xuân Thành (xã Suối Cao),,900,450,400,300,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Xuân Hòa 2 (xã Xuân Hòa),,900,450,400,300,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Xuân Hòa 5 (xã Xuân Hòa),,900,450,400,300,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường vào Hồ Núi Le (xã Xuân Trường),,1200,600,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Ngô Đức Kế (xã Xuân Trường),,900,450,400,300,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Nguyễn Thị Minh Khai (xã Xuân Tâm),,1500,700,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Huỳnh Văn Nghệ (xã Xuân Tâm),,1500,700,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường NaGoa (xã Xuân Bắc),,900,450,400,300,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Hùng Vương,Đoạn qua xã Xuân Hiệp,3000,1200,700,550,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Hùng Vương,Đoạn qua xã Xuân Trường,2200,1000,650,500,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường vào ấp Bàu Cối (xã Xuân Bắc),,900,450,400,300,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Xuân Trường - Trảng Táo (xã Xuân Trường),,1200,600,500,400,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường xóm Quảng - ấp Trung Tín (xã Xuân Trường),,900,450,400,300,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường xóm Huế - ấp Trung Tín (xã Xuân Trường),,900,450,400,300,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Bàu Gia Ló - ấp Trung Nghĩa (xã Xuân Trường),,900,450,400,300,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Đoàn kết - ấp Trung Nghĩa (xã Xuân Trường),,900,450,400,300,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Suối Đá - ấp Trung Sơn (xã Xuân Trường),,900,450,400,300,ĐẤT Ở NÔNG THÔN
HUYỆN XUÂN LỘC,Đường + Đoạn,,,Đường Đông Trung Lương (xã Xuân Trường),,900,450,400,300,ĐẤT Ở NÔNG THÔN
